TYPE_PANIER,DATE_PANIER,LEAD_ID,VEHICULE_ID,AGENCE_LIVRAISON_COM,PRIX_VENTE_TTC_COM,TYPE_LIVRAISON_COM
Commande,2024-04-22 00:48:00.640142,9974160998424,38616022562,Toulon,22837,En Agence
Commande,2024-04-22 01:36:20.484552,4581077183462,28535578691,Grenoble,11660,A Domicile
Commande,2024-04-22 02:24:40.328961,7041862282482,66056187051,Grenoble,7857,En Agence
Commande,2024-04-22 03:13:00.173371,2700954809858,38741702187,Nantes,11283,En Agence
Commande,2024-04-22 04:01:20.017781,3062947047872,70129074254,Toulouse,39450,En Agence
Commande,2024-04-22 04:49:39.862191,9730444244451,23674139399,Grenoble,37032,A Domicile
Commande,2024-04-22 05:37:59.706601,5153507679206,31174397767,Lyon,23892,En Agence
Commande,2024-04-22 06:26:19.551011,6839885324951,71191873147,Lille,22551,En Agence
Commande,2024-04-22 07:14:39.395421,5911114556361,79910427784,Grenoble,18489,En Agence
Commande,2024-04-22 08:02:59.239831,4256381810444,65099312279,Bordeaux,17649,En Agence
Commande,2024-04-22 08:51:19.084240,3438445629214,24597595638,Lille,44788,En Agence
Commande,2024-04-22 09:39:38.928650,8949600773956,37019301710,Lyon,27271,A Domicile
Commande,2024-04-22 10:27:58.773060,9323395936095,39006549720,Toulon,32476,A Domicile
Commande,2024-04-22 11:16:18.617470,9890788714233,32684574541,Nantes,24925,En Agence
Commande,2024-04-22 12:04:38.461880,5347764525232,93010516075,Bordeaux,24336,A Domicile
Commande,2024-04-22 12:52:58.306290,5428840051833,57689376267,Toulon,39594,En Agence
Commande,2024-04-22 13:41:18.150700,1425088649368,49949358056,Toulon,18238,En Agence
Commande,2024-04-22 14:29:37.995110,7581671174280,91045101599,Nantes,18436,A Domicile
Commande,2024-04-22 15:17:57.839519,6006764423523,83147947987,Strasbourg,17889,A Domicile
Commande,2024-04-22 16:06:17.683929,6279600567839,77973864386,Montpellier,7429,En Agence
Commande,2024-04-22 16:54:37.528339,3908564107422,10840337977,Strasbourg,22703,A Domicile
Commande,2024-04-22 17:42:57.372749,2302745715629,96146807182,Bordeaux,29951,A Domicile
Commande,2024-04-22 18:31:17.217159,7507129815614,31023192917,Montpellier,23672,En Agence
Commande,2024-04-22 19:19:37.061569,4987495770100,75351402041,Toulon,9487,A Domicile
Commande,2024-04-22 20:07:56.905979,6136935241452,49440606232,Nice,15878,A Domicile
Commande,2024-04-22 20:56:16.750388,7436735446739,30841190658,Bordeaux,13316,En Agence
Commande,2024-04-22 21:44:36.594798,8377590886605,93015100970,Grenoble,12167,En Agence
Commande,2024-04-22 22:32:56.439208,3821978422129,89035859881,Strasbourg,5000,En Agence
Commande,2024-04-22 23:21:16.283618,5580383244494,32338020505,Toulon,18680,A Domicile
Commande,2024-04-23 00:09:36.128028,2188600119356,93153811738,Toulouse,20306,En Agence
Commande,2024-04-23 00:57:55.972438,5154927833445,97202259835,Toulouse,8554,En Agence
Commande,2024-04-23 01:46:15.816848,5629837193451,26693860879,Paris Sud,18357,A Domicile
Commande,2024-04-23 02:34:35.661258,8853373917053,23210040075,Nantes,30276,En Agence
Commande,2024-04-23 03:22:55.505667,6168707369475,74878782975,Rennes,33081,A Domicile
Commande,2024-04-23 04:11:15.350077,1207086363774,98655491901,Nantes,33514,A Domicile
Commande,2024-04-23 04:59:35.194487,7764282819655,86993114754,Toulouse,25768,En Agence
Commande,2024-04-23 05:47:55.038897,8309026550706,39400749814,Toulon,19342,En Agence
Commande,2024-04-23 06:36:14.883307,9026486032007,53390278060,Toulon,22337,A Domicile
Commande,2024-04-23 07:24:34.727717,8447435179566,38257706279,Montpellier,21818,A Domicile
Commande,2024-04-23 08:12:54.572127,1636054287443,79156510092,Paris Sud,22668,En Agence
Commande,2024-04-23 09:01:14.416537,7700548544642,81639235378,Montpellier,18060,En Agence
Commande,2024-04-23 09:49:34.260946,1539430664586,30072766129,Grenoble,34090,En Agence
Commande,2024-04-23 10:37:54.105356,8630487588413,74151255157,Bordeaux,22718,En Agence
Commande,2024-04-23 11:26:13.949766,3447290853884,83514917410,Toulouse,12539,En Agence
Commande,2024-04-23 12:14:33.794176,5018647146384,26963044681,Nice,23350,En Agence
Commande,2024-04-23 13:02:53.638586,1877324976709,69844941446,Marseille,15572,A Domicile
Commande,2024-04-23 13:51:13.482996,9178413820841,91958410955,Rennes,17409,En Agence
Commande,2024-04-23 14:39:33.327406,9410263792069,93318839989,Toulon,14473,A Domicile
Commande,2024-04-23 15:27:53.171815,2528991150218,34848583909,Toulouse,17793,A Domicile
Commande,2024-04-23 16:16:13.016225,8154273369660,55936818759,Bordeaux,32047,En Agence
Commande,2024-04-23 17:04:32.860635,3951587811984,37550303445,Montpellier,16108,A Domicile
Commande,2024-04-23 17:52:52.705045,2011071887281,30365041695,Rennes,15859,A Domicile
Commande,2024-04-23 18:41:12.549455,1555675243134,62940307329,Nice,19291,A Domicile
Commande,2024-04-23 19:29:32.393865,8058505167668,30705613570,Lille,22927,A Domicile
Commande,2024-04-23 20:17:52.238275,6828956204386,84500736804,Montpellier,14559,En Agence
Commande,2024-04-23 21:06:12.082685,3185431000300,66839919411,Toulouse,34059,En Agence
Commande,2024-04-23 21:54:31.927094,5744660755093,27262878642,Paris Nord,33655,En Agence
Commande,2024-04-23 22:42:51.771504,9462938972357,14440452118,Rennes,25836,En Agence
Commande,2024-04-23 23:31:11.615914,1325025483933,87467890635,Rennes,18223,En Agence
Commande,2024-04-24 00:19:31.460324,6153336348652,73131116990,Paris Nord,34586,A Domicile
Commande,2024-04-24 01:07:51.304734,9616857486496,32875221532,Paris Sud,22590,A Domicile
Commande,2024-04-24 01:56:11.149144,3953874184972,64288399870,Paris Sud,25620,En Agence
Commande,2024-04-24 02:44:30.993554,8675857983631,44564702721,Grenoble,36300,En Agence
Commande,2024-04-24 03:32:50.837963,1571078128450,81274099937,Toulon,47012,A Domicile
Commande,2024-04-24 04:21:10.682373,7370474099637,24759845414,Montpellier,38436,En Agence
Commande,2024-04-24 05:09:30.526783,3538699686470,45439926592,Marseille,28428,A Domicile
Commande,2024-04-24 05:57:50.371193,5567278414747,77572004253,Toulon,25882,En Agence
Commande,2024-04-24 06:46:10.215603,8568704547816,88262332345,Grenoble,27877,En Agence
Commande,2024-04-24 07:34:30.060013,7557025519445,60516765306,Rennes,6133,En Agence
Commande,2024-04-24 08:22:49.904423,7869172572289,62381353546,Nice,34964,En Agence
Commande,2024-04-24 09:11:09.748833,4978618507820,73773458225,Paris Sud,27004,A Domicile
Commande,2024-04-24 09:59:29.593242,7893890203304,30841190658,Toulon,13316,En Agence
Commande,2024-04-24 10:47:49.437652,8247637312472,61692125827,Strasbourg,22915,En Agence
Commande,2024-04-24 11:36:09.282062,1196600290102,25137443015,Strasbourg,14811,A Domicile
Commande,2024-04-24 12:24:29.126472,8188206041070,27542379035,Montpellier,14933,En Agence
Commande,2024-04-24 13:12:48.970882,9421680110469,15520059981,Paris Sud,22074,En Agence
Commande,2024-04-24 14:01:08.815292,8865643615777,77783357491,Lille,19846,A Domicile
Commande,2024-04-24 14:49:28.659702,9814285179730,66309784775,Lille,24460,A Domicile
Commande,2024-04-24 15:37:48.504112,5427136267577,71831512963,Lille,24186,A Domicile
Commande,2024-04-24 16:26:08.348521,8330409785402,37648811228,Lille,35675,En Agence
Commande,2024-04-24 17:14:28.192931,6138114035691,62929708463,Nice,24585,A Domicile
Commande,2024-04-24 18:02:48.037341,4473159446699,37190569493,Toulon,27378,En Agence
Commande,2024-04-24 18:51:07.881751,2121469158159,14950274374,Nantes,25519,En Agence
Commande,2024-04-24 19:39:27.726161,6421959358840,35014925684,Lille,27477,En Agence
Commande,2024-04-24 20:27:47.570571,7663934214863,41396898658,Strasbourg,21480,En Agence
Commande,2024-04-24 21:16:07.414981,6602657584491,68730489654,Rennes,14084,En Agence
Commande,2024-04-24 22:04:27.259390,1047471228166,91455097342,Strasbourg,34420,A Domicile
Commande,2024-04-24 22:52:47.103800,3363719378531,62785338394,Nantes,19619,A Domicile
Commande,2024-04-24 23:41:06.948210,3059882953483,84789980278,Grenoble,19932,En Agence
Commande,2024-04-25 00:29:26.792620,9243353768813,23640169040,Paris Sud,20352,En Agence
Commande,2024-04-25 01:17:46.637030,2392111227321,45350677492,Paris Sud,34805,A Domicile
Commande,2024-04-25 02:06:06.481440,8829926799393,28948310980,Strasbourg,9654,A Domicile
Commande,2024-04-25 02:54:26.325850,8377590886605,43175640087,Paris Sud,10335,A Domicile
Commande,2024-04-25 03:42:46.170260,3546818407375,78066398877,Paris Sud,13065,En Agence
Commande,2024-04-25 04:31:06.014669,3250913307451,42311339924,Grenoble,27886,En Agence
Commande,2024-04-25 05:19:25.859079,1391242735191,89475783500,Nantes,27232,A Domicile
Commande,2024-04-25 06:07:45.703489,7074018980109,78032012579,Nantes,26203,A Domicile
Commande,2024-04-25 06:56:05.547899,3803212203916,94364789475,Paris Nord,29262,A Domicile
Commande,2024-04-25 07:44:25.392309,6512707125838,77309859427,Montpellier,31035,En Agence
Commande,2024-04-25 08:32:45.236719,1733982399869,67136930369,Nantes,14805,A Domicile
Commande,2024-04-25 09:21:05.081129,5317564529376,45041450559,Nice,30717,A Domicile
Commande,2024-04-25 10:09:24.925539,8833219055118,40642826987,Grenoble,16073,En Agence
Commande,2024-04-25 10:57:44.769948,1425088649368,84192310266,Bordeaux,16393,A Domicile
Commande,2024-04-25 11:46:04.614358,4203294444542,17687737239,Bordeaux,21568,En Agence
Commande,2024-04-25 12:34:24.458768,3895359640559,24806134442,Nice,13372,En Agence
Commande,2024-04-25 13:22:44.303178,1916202667215,41189676594,Paris Sud,49769,En Agence
Commande,2024-04-25 14:11:04.147588,2332992670244,52833945141,Toulouse,21560,A Domicile
Commande,2024-04-25 14:59:23.991998,3946770338929,82718045231,Marseille,19057,En Agence
Commande,2024-04-25 15:47:43.836408,5044135171955,90241375911,Nantes,29744,A Domicile
Commande,2024-04-25 16:36:03.680817,2226299898183,75707826671,Grenoble,20700,A Domicile
Commande,2024-04-25 17:24:23.525227,1469407886818,67467032414,Paris Sud,32895,En Agence
Commande,2024-04-25 18:12:43.369637,5042768252877,57530091941,Strasbourg,13410,En Agence
Commande,2024-04-25 19:01:03.214047,7572886875707,97592292991,Bordeaux,17219,En Agence
Commande,2024-04-25 19:49:23.058457,1697882975841,33793777819,Strasbourg,21470,A Domicile
Commande,2024-04-25 20:37:42.902867,9831650503912,31260363026,Nantes,20794,En Agence
Commande,2024-04-25 21:26:02.747277,1534496658512,15068669392,Lyon,26067,En Agence
Commande,2024-04-25 22:14:22.591687,3326359476280,39730430996,Lille,28960,En Agence
Commande,2024-04-25 23:02:42.436096,7200260881140,84783708343,Lille,13875,En Agence
Commande,2024-04-25 23:51:02.280506,9637208053154,88578649061,Grenoble,33403,A Domicile
Commande,2024-04-26 00:39:22.124916,2318274292143,71114531193,Paris Sud,26499,En Agence
Commande,2024-04-26 01:27:41.969326,4596376085310,21313553698,Lyon,5000,En Agence
Commande,2024-04-26 02:16:01.813736,6667800609635,84800195577,Montpellier,23627,En Agence
Commande,2024-04-26 03:04:21.658146,7135570012997,58383914376,Toulon,28860,En Agence
Commande,2024-04-26 03:52:41.502556,2856638400570,42114147887,Rennes,32261,A Domicile
Commande,2024-04-26 04:41:01.346965,9694336116410,62034891065,Rennes,16127,En Agence
Commande,2024-04-26 05:29:21.191375,9592229591748,21665980842,Montpellier,26093,A Domicile
Commande,2024-04-26 06:17:41.035785,3411848165749,21632393121,Paris Nord,15546,En Agence
Commande,2024-04-26 07:06:00.880195,2719903996711,74624481380,Paris Nord,25159,En Agence
Commande,2024-04-26 07:54:20.724605,6894678257471,84028039106,Lyon,12043,A Domicile
Commande,2024-04-26 08:42:40.569015,2941359831389,18072275864,Nice,32427,En Agence
Commande,2024-04-26 09:31:00.413425,6279600567839,46349058116,Lyon,10725,En Agence
Commande,2024-04-26 10:19:20.257835,7809124656567,72293301379,Bordeaux,34247,En Agence
Commande,2024-04-26 11:07:40.102244,1546242990815,87453320649,Toulouse,25730,En Agence
Commande,2024-04-26 11:55:59.946654,7826488202912,59247521020,Marseille,19327,En Agence
Commande,2024-04-26 12:44:19.791064,7894998597314,89474404723,Rennes,31293,En Agence
Commande,2024-04-26 13:32:39.635474,9418360919064,32456267191,Montpellier,20530,En Agence
Commande,2024-04-26 14:20:59.479884,2093608101006,86127685638,Nantes,29843,En Agence
Commande,2024-04-26 15:09:19.324294,5903209952081,77973864386,Lyon,7429,A Domicile
Commande,2024-04-26 15:57:39.168704,7663110966066,38270151812,Marseille,8339,En Agence
Commande,2024-04-26 16:45:59.013114,2742055275103,53991145403,Montpellier,16053,En Agence
Commande,2024-04-26 17:34:18.857523,9397203067461,71264730741,Bordeaux,18596,En Agence
Commande,2024-04-26 18:22:38.701933,2133703952333,29349529425,Strasbourg,22824,En Agence
Commande,2024-04-26 19:10:58.546343,2439782296249,76334625950,Lille,17558,En Agence
Commande,2024-04-26 19:59:18.390753,5863045904038,29986953911,Lyon,14655,En Agence
Commande,2024-04-26 20:47:38.235163,8553370580538,15855485378,Paris Nord,16564,En Agence
Commande,2024-04-26 21:35:58.079573,7305628839669,16712488995,Paris Sud,12774,A Domicile
Commande,2024-04-26 22:24:17.923983,3559911358914,33916012500,Paris Sud,28125,En Agence
Commande,2024-04-26 23:12:37.768392,1625838643135,95209862336,Lyon,17653,A Domicile
Commande,2024-04-27 00:00:57.612802,8513192683589,90203504147,Paris Sud,19446,En Agence
Commande,2024-04-27 00:49:17.457212,9512732486484,15998963589,Montpellier,15456,En Agence
Commande,2024-04-27 01:37:37.301622,5254042126658,59048987589,Paris Nord,19772,A Domicile
Commande,2024-04-27 02:25:57.146032,9961779474266,57102322020,Nice,18140,A Domicile
Commande,2024-04-27 03:14:16.990442,5867351570980,77309859427,Montpellier,31035,En Agence
Commande,2024-04-27 04:02:36.834852,5791311733218,62851168544,Toulouse,20252,En Agence
Commande,2024-04-27 04:50:56.679262,9459066811123,52102045749,Nantes,22564,A Domicile
Commande,2024-04-27 05:39:16.523671,3864549255713,72776336866,Nice,8986,En Agence
Commande,2024-04-27 06:27:36.368081,3491215728585,32593494234,Paris Nord,34270,A Domicile
Commande,2024-04-27 07:15:56.212491,8730616959290,31423299610,Lille,8025,A Domicile
Commande,2024-04-27 08:04:16.056901,6303650804013,72549913124,Nantes,18604,A Domicile
Commande,2024-04-27 08:52:35.901311,2031380651376,32178455166,Nice,41155,A Domicile
Commande,2024-04-27 09:40:55.745721,8247570109128,40353793635,Toulon,32237,A Domicile
Commande,2024-04-27 10:29:15.590131,4549942374298,97262527432,Montpellier,35748,En Agence
Commande,2024-04-27 11:17:35.434541,4315040601328,35888991692,Marseille,19080,En Agence
Commande,2024-04-27 12:05:55.278950,5237194120238,39065657303,Lyon,23425,En Agence
Commande,2024-04-27 12:54:15.123360,8405315880295,71470495176,Toulouse,13941,En Agence
Commande,2024-04-27 13:42:34.967770,9614361670732,41599688512,Lyon,7657,En Agence
Commande,2024-04-27 14:30:54.812180,3468267618877,32973954489,Marseille,17263,A Domicile
Commande,2024-04-27 15:19:14.656590,7764468148658,16061444873,Lille,16346,En Agence
Commande,2024-04-27 16:07:34.501000,3434528928409,56648351748,Bordeaux,14068,A Domicile
Commande,2024-04-27 16:55:54.345410,2676157882190,25286793068,Rennes,29816,En Agence
Commande,2024-04-27 17:44:14.189819,3017700474361,86618744919,Bordeaux,21507,A Domicile
Commande,2024-04-27 18:32:34.034229,3230918177804,10088466141,Lille,34120,En Agence
Commande,2024-04-27 19:20:53.878639,9347629401522,50921286308,Paris Sud,21956,En Agence
Commande,2024-04-27 20:09:13.723049,5070408091694,52875337481,Nantes,31354,A Domicile
Commande,2024-04-27 20:57:33.567459,5477298426670,63438843319,Nantes,34776,A Domicile
Commande,2024-04-27 21:45:53.411869,8596139638492,12105521885,Toulouse,28043,En Agence
Commande,2024-04-27 22:34:13.256279,9536597184602,52537832060,Toulon,27579,En Agence
Commande,2024-04-27 23:22:33.100689,7282475647132,73648301352,Marseille,13443,En Agence
Commande,2024-04-28 00:10:52.945098,5931294304296,56585155341,Nantes,27724,En Agence
Commande,2024-04-28 00:59:12.789508,7456582651334,31010218906,Grenoble,36049,A Domicile
Commande,2024-04-28 01:47:32.633918,3653170555807,13765580411,Lyon,13401,A Domicile
Commande,2024-04-28 02:35:52.478328,5567278414747,62496357331,Lille,24201,En Agence
Commande,2024-04-28 03:24:12.322738,7609451016575,94493660806,Paris Nord,32023,En Agence
Commande,2024-04-28 04:12:32.167148,6982375112358,31975318765,Toulouse,22380,En Agence
Commande,2024-04-28 05:00:52.011558,8953641408958,88748280180,Paris Nord,21372,En Agence
Commande,2024-04-28 05:49:11.855967,6565750664930,60463104405,Toulouse,30692,A Domicile
Commande,2024-04-28 06:37:31.700377,7153876761078,40700591290,Bordeaux,21283,A Domicile
Commande,2024-04-28 07:25:51.544787,3272469613230,62851168544,Montpellier,20252,En Agence
Commande,2024-04-28 08:14:11.389197,1262740161385,63801129727,Bordeaux,22979,En Agence
Commande,2024-04-28 09:02:31.233607,6873380850050,54144359777,Montpellier,18706,A Domicile
Commande,2024-04-28 09:50:51.078017,7183503129708,91223163764,Rennes,26212,En Agence
Commande,2024-04-28 10:39:10.922427,3299574153526,90350261061,Nice,12990,En Agence
Commande,2024-04-28 11:27:30.766837,7107281587471,61044584144,Toulouse,19867,En Agence
Commande,2024-04-28 12:15:50.611246,4856597069360,99368855145,Strasbourg,12864,En Agence
Commande,2024-04-28 13:04:10.455656,7998178161634,23957251357,Lille,16090,A Domicile
Commande,2024-04-28 13:52:30.300066,8398917762290,17128021512,Lyon,12354,En Agence
Commande,2024-04-28 14:40:50.144476,8594811204866,70643840157,Bordeaux,21731,A Domicile
Commande,2024-04-28 15:29:09.988886,5254199246062,36866367511,Toulon,21795,En Agence
Commande,2024-04-28 16:17:29.833296,4543509929667,53584236803,Toulon,22822,En Agence
Commande,2024-04-28 17:05:49.677706,8841388090272,42871183606,Toulouse,22555,A Domicile
Commande,2024-04-28 17:54:09.522116,7501695274744,40732910775,Grenoble,22176,A Domicile
Commande,2024-04-28 18:42:29.366525,4523015194083,79888401546,Paris Nord,19476,En Agence
Commande,2024-04-28 19:30:49.210935,7606170262864,28242552071,Paris Nord,26357,A Domicile
Commande,2024-04-28 20:19:09.055345,8543084611095,93603328094,Paris Nord,15965,A Domicile
Commande,2024-04-28 21:07:28.899755,5260704405803,17092019360,Paris Sud,36280,A Domicile
Commande,2024-04-28 21:55:48.744165,6763040058327,86585394066,Marseille,22057,En Agence
Commande,2024-04-28 22:44:08.588575,7990415689662,48425585257,Toulouse,21854,En Agence
Commande,2024-04-28 23:32:28.432985,7280166122674,74167319976,Lyon,36141,A Domicile
Commande,2024-04-29 00:20:48.277394,3821978422129,89209643289,Lille,14649,A Domicile
Commande,2024-04-29 01:09:08.121804,2370292979813,22549935763,Lyon,20112,En Agence
Commande,2024-04-29 01:57:27.966214,1584449016837,94868217525,Grenoble,18420,En Agence
Commande,2024-04-29 02:45:47.810624,5566811377158,38773891648,Marseille,27305,En Agence
Commande,2024-04-29 03:34:07.655034,8903770915963,83952712858,Marseille,26280,En Agence
Commande,2024-04-29 04:22:27.499444,5111065657446,92092074937,Montpellier,12512,En Agence
Commande,2024-04-29 05:10:47.343854,7550575494109,64792677099,Bordeaux,32947,En Agence
Commande,2024-04-29 05:59:07.188264,4599603749281,42784078072,Bordeaux,32973,A Domicile
Commande,2024-04-29 06:47:27.032673,8206545405349,71264730741,Paris Sud,18596,En Agence
Commande,2024-04-29 07:35:46.877083,5744741134665,37940220021,Toulouse,36119,A Domicile
Commande,2024-04-29 08:24:06.721493,8394098704189,75860907275,Lille,16215,En Agence
Commande,2024-04-29 09:12:26.565903,5350980369038,73962613715,Bordeaux,18891,En Agence
Commande,2024-04-29 10:00:46.410313,8468729946399,55875750978,Paris Nord,26082,A Domicile
Commande,2024-04-29 10:49:06.254723,9919335621743,50790659325,Lille,34847,En Agence
Commande,2024-04-29 11:37:26.099133,6485551749315,31938499368,Nantes,29890,En Agence
Commande,2024-04-29 12:25:45.943543,5623904887575,41140421948,Nantes,31962,En Agence
Commande,2024-04-29 13:14:05.787952,8067172312775,98187954468,Montpellier,17996,En Agence
Commande,2024-04-29 14:02:25.632362,8611647944616,38280254686,Toulouse,28639,En Agence
Commande,2024-04-29 14:50:45.476772,3136628184505,83183033880,Paris Nord,26947,A Domicile
Commande,2024-04-29 15:39:05.321182,6395410111792,38546555817,Montpellier,25523,En Agence
Commande,2024-04-29 16:27:25.165592,3952992899601,13765580411,Nantes,13401,En Agence
Commande,2024-04-29 17:15:45.010002,7172142365877,79918519259,Marseille,31652,A Domicile
Commande,2024-04-29 18:04:04.854412,7792335361986,33130402869,Bordeaux,30056,En Agence
Commande,2024-04-29 18:52:24.698821,1941307805748,56433679210,Nantes,26990,A Domicile
Commande,2024-04-29 19:40:44.543231,4339409184865,66902279386,Lyon,36727,En Agence
Commande,2024-04-29 20:29:04.387641,7902532134703,52118798731,Paris Sud,22691,A Domicile
Commande,2024-04-29 21:17:24.232051,4962680329601,12000533822,Montpellier,28451,En Agence
Commande,2024-04-29 22:05:44.076461,8766607580027,89355553989,Paris Nord,16596,A Domicile
Commande,2024-04-29 22:54:03.920871,4455545681057,40631918177,Strasbourg,12054,A Domicile
Commande,2024-04-29 23:42:23.765281,5881063545001,54633381811,Strasbourg,24450,En Agence
Commande,2024-04-30 00:30:43.609691,8035232323118,99252210147,Nantes,23179,A Domicile
Commande,2024-04-30 01:19:03.454100,4110791354990,76427756522,Rennes,15107,A Domicile
Commande,2024-04-30 02:07:23.298510,8766093014303,98888300827,Toulon,9207,A Domicile
Commande,2024-04-30 02:55:43.142920,4846677616781,98888300827,Lille,9207,A Domicile
Commande,2024-04-30 03:44:02.987330,7485760212820,42784078072,Rennes,32973,En Agence
Commande,2024-04-30 04:32:22.831740,5358948196687,36367930685,Montpellier,23128,En Agence
Commande,2024-04-30 05:20:42.676150,4619763800854,70460060861,Paris Nord,31097,A Domicile
Commande,2024-04-30 06:09:02.520560,4452520563177,61406261639,Lyon,25594,En Agence
Commande,2024-04-30 06:57:22.364969,9405532658269,16426234915,Bordeaux,20640,En Agence
Commande,2024-04-30 07:45:42.209379,7817158828655,75169494292,Toulon,13704,En Agence
Commande,2024-04-30 08:34:02.053789,3136628184505,12134688850,Paris Sud,17306,A Domicile
Commande,2024-04-30 09:22:21.898199,9171231901558,26528050664,Nantes,17805,A Domicile
Commande,2024-04-30 10:10:41.742609,2419893868047,77898382389,Nice,9226,A Domicile
Commande,2024-04-30 10:59:01.587019,4828039531360,73720233242,Toulouse,19466,A Domicile
Commande,2024-04-30 11:47:21.431429,8640068087518,61334081395,Nice,15735,En Agence
Commande,2024-04-30 12:35:41.275839,6617183963652,86076518124,Montpellier,28004,En Agence
Commande,2024-04-30 13:24:01.120248,4994453225760,13300392694,Rennes,25092,En Agence
Commande,2024-04-30 14:12:20.964658,1696968447926,90571503425,Paris Sud,27478,A Domicile
Commande,2024-04-30 15:00:40.809068,3932913114946,19126185559,Strasbourg,23030,A Domicile
Commande,2024-04-30 15:49:00.653478,5690508688430,62808815036,Lyon,15751,A Domicile
Commande,2024-04-30 16:37:20.497888,9256650231880,69853105741,Marseille,35966,A Domicile
Commande,2024-04-30 17:25:40.342298,4649965334263,20067869194,Toulon,12765,A Domicile
Commande,2024-04-30 18:14:00.186708,5041148432724,93783033212,Bordeaux,20058,A Domicile
Commande,2024-04-30 19:02:20.031118,6840897050545,25263097948,Toulouse,16238,En Agence
Commande,2024-04-30 19:50:39.875527,4757064394952,76941338509,Nice,15184,En Agence
Commande,2024-04-30 20:38:59.719937,8085237410999,28709056674,Lille,13628,A Domicile
Commande,2024-04-30 21:27:19.564347,7727376166045,31217865663,Nice,13488,A Domicile
Commande,2024-04-30 22:15:39.408757,3419949744910,94076156229,Lille,34847,A Domicile
Commande,2024-04-30 23:03:59.253167,5394253982169,59684869774,Lille,30479,A Domicile
Commande,2024-04-30 23:52:19.097577,7653664065990,91392513704,Strasbourg,6027,En Agence
Commande,2024-05-01 00:40:38.941987,9401694234944,74275222868,Bordeaux,18794,A Domicile
Commande,2024-05-01 01:28:58.786396,1445949416189,47694143983,Bordeaux,19820,A Domicile
Commande,2024-05-01 02:17:18.630806,7616955636539,10369383912,Toulon,13209,En Agence
Commande,2024-05-01 03:05:38.475216,5226151568871,93502379515,Marseille,16005,En Agence
Commande,2024-05-01 03:53:58.319626,6049305003109,25655144090,Toulon,26662,En Agence
Commande,2024-05-01 04:42:18.164036,8657687251201,91270450379,Nantes,15890,En Agence
Commande,2024-05-01 05:30:38.008446,3998316604434,39624163178,Montpellier,21306,A Domicile
Commande,2024-05-01 06:18:57.852856,2015341221144,93239272720,Marseille,14176,A Domicile
Commande,2024-05-01 07:07:17.697266,7539064838272,64110902758,Bordeaux,5000,En Agence
Commande,2024-05-01 07:55:37.541675,6281470637067,11352440221,Toulon,19722,En Agence
Commande,2024-05-01 08:43:57.386085,5214675667660,29095999766,Lille,19815,En Agence
Commande,2024-05-01 09:32:17.230495,6053872393952,10390966971,Nantes,13630,A Domicile
Commande,2024-05-01 10:20:37.074905,3679160087183,38125589047,Lille,11735,A Domicile
Commande,2024-05-01 11:08:56.919315,2632565210417,50187580088,Strasbourg,31205,En Agence
Commande,2024-05-01 11:57:16.763725,9850572842151,10268180883,Montpellier,23027,En Agence
Commande,2024-05-01 12:45:36.608135,7556584763252,81380014921,Nice,11230,A Domicile
Commande,2024-05-01 13:33:56.452545,8199321146535,57515085267,Lyon,27203,En Agence
Commande,2024-05-01 14:22:16.296954,7595378360035,60422515289,Lyon,28614,En Agence
Commande,2024-05-01 15:10:36.141364,9713933020339,96561726337,Nice,36928,En Agence
Commande,2024-05-01 15:58:55.985774,7288070130779,47147633565,Paris Sud,20312,A Domicile
Commande,2024-05-01 16:47:15.830184,6975587734739,94622414318,Nice,21543,En Agence
Commande,2024-05-01 17:35:35.674594,1140613048374,90958720874,Lyon,24958,En Agence
Commande,2024-05-01 18:23:55.519004,5535105955646,37860284812,Toulon,21696,A Domicile
Commande,2024-05-01 19:12:15.363414,1323686399675,14301655557,Rennes,15428,En Agence
Commande,2024-05-01 20:00:35.207823,2977460566293,85500870596,Toulon,23690,A Domicile
Commande,2024-05-01 20:48:55.052233,5182736256600,68707065499,Lyon,19213,En Agence
Commande,2024-05-01 21:37:14.896643,3137432865616,10033949700,Lyon,24888,A Domicile
Commande,2024-05-01 22:25:34.741053,2958928545980,34487695143,Montpellier,8363,En Agence
Commande,2024-05-01 23:13:54.585463,1188310274202,39765496988,Toulouse,9094,En Agence
Commande,2024-05-02 00:02:14.429873,8690821091988,59484109120,Lille,8571,En Agence
Commande,2024-05-02 00:50:34.274283,6502693664566,13648043322,Nice,11396,A Domicile
Commande,2024-05-02 01:38:54.118693,4912578249729,30424016137,Grenoble,29164,A Domicile
Commande,2024-05-02 02:27:13.963102,7470194906279,25137443015,Nantes,14811,A Domicile
Commande,2024-05-02 03:15:33.807512,5070486033358,44600188248,Nantes,34814,En Agence
Commande,2024-05-02 04:03:53.651922,1364066632733,50803786056,Nantes,17884,A Domicile
Commande,2024-05-02 04:52:13.496332,3426815659349,52077103363,Paris Nord,14733,A Domicile
Commande,2024-05-02 05:40:33.340742,1587703601572,99882290244,Marseille,29147,En Agence
Commande,2024-05-02 06:28:53.185152,1811520671134,20770175762,Lille,17908,En Agence
Commande,2024-05-02 07:17:13.029562,4053718970768,22176823129,Marseille,24172,A Domicile
Commande,2024-05-02 08:05:32.873971,6204650123592,51532368417,Nantes,25014,En Agence
Commande,2024-05-02 08:53:52.718381,2151438270445,74862166704,Paris Sud,26366,En Agence
